Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Region,Country,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percentage,Total_Sales,Profit_Margin_Pct,Profit_Value
ORD-002493,2025-04-15,CUST-00056,Wei Garcia,46,Male,Europe,Spain,Sports & Outdoors,Spalding NBA Basketball,1,37.89,20.0,30.31,22.8,6.91
ORD-002494,2025-04-15,CUST-01318,Michael Taylor,21,Male,Europe,France,Beauty & Personal Care,Charlotte Tilbury Lipstick,2,44.55,4.0,85.54,45.7,39.09
ORD-002495,2025-04-15,CUST-00008,Charlotte Williams,41,Female,Asia Pacific,India,Beauty & Personal Care,Dyson Airwrap Styler,4,601.58,7.0,2237.88,36.2,810.11
ORD-002496,2025-04-15,CUST-01038,Emma Roberts,45,Female,Latin America,Argentina,Clothing,North Face Fleece Jacket,2,133.7,25.0,200.55,52.8,105.89
ORD-002497,2025-04-15,CUST-00897,Jennifer White,35,Female,North America,Mexico,Electronics,Apple MacBook Air M2,2,1232.56,15.0,2095.35,14.8,310.11
ORD-002498,2025-04-16,CUST-00990,Yuki Martin,31,Female,Asia Pacific,Japan,Beauty & Personal Care,Charlotte Tilbury Lipstick,2,37.33,7.0,69.43,50.4,34.99
ORD-002499,2025-04-16,CUST-00782,Priya King,41,Female,Middle East,UAE,Clothing,Zara Wool Coat,1,189.47,18.0,155.37,45.6,70.85
ORD-002500,2025-04-16,CUST-01000,Susan Jackson,37,Female,North America,Mexico,Clothing,Tommy Hilfiger Polo Shirt,3,63.59,0.0,190.77,46.4,88.52
ORD-002501,2025-04-16,CUST-01676,Zara Patel,22,Female,Middle East,Qatar,Electronics,Ring Video Doorbell,1,212.87,14.0,183.07,16.4,30.02
ORD-002502,2025-04-16,CUST-01291,Linda Green,26,Male,North America,Canada,Clothing,Calvin Klein Underwear Set,2,39.67,28.0,57.12,52.1,29.76
ORD-002503,2025-04-16,CUST-00454,Sarah Walker,42,Female,Asia Pacific,South Korea,Electronics,iPhone 15 Pro,1,1035.63,0.0,1035.63,14.2,147.06
ORD-002504,2025-04-16,CUST-01546,Carlos Rossi,24,Female,Latin America,Brazil,Electronics,USB-C Hub 7-in-1,1,70.65,10.0,63.59,19.1,12.15
ORD-002505,2025-04-16,CUST-00462,Thomas White,43,Male,Europe,Italy,Clothing,Timberland Boots,2,230.69,19.0,373.72,37.0,138.28
ORD-002506,2025-04-16,CUST-01479,Jennifer Smith,42,Female,Europe,France,Clothing,Zara Wool Coat,4,203.96,11.0,726.1,32.6,236.71
ORD-002507,2025-04-16,CUST-00372,Sarah Green,18,Female,Latin America,Brazil,Home & Kitchen,LED Desk Lamp with USB,3,60.1,20.0,144.24,24.0,34.62
ORD-002508,2025-04-16,CUST-01228,Sofia Smith,19,Male,Europe,France,Electronics,GoPro Hero 12,2,452.91,0.0,905.82,9.0,81.52
ORD-002509,2025-04-16,CUST-01369,Ethan Green,21,Male,Latin America,Colombia,Electronics,Sony WH-1000XM5 Headphones,1,295.64,15.0,251.29,19.6,49.25
ORD-002510,2025-04-17,CUST-01718,Fatima Johnson,32,Female,Europe,Italy,Clothing,Gucci Belt,3,401.09,0.0,1203.27,37.5,451.23
ORD-002511,2025-04-17,CUST-00773,Thomas Kim,18,Male,North America,Mexico,Sports & Outdoors,Fitbit Charge 6,3,201.64,8.0,556.53,33.7,187.55
ORD-002512,2025-04-17,CUST-00009,Jennifer Roberts,37,Female,Latin America,Brazil,Clothing,Uniqlo Down Jacket,4,125.88,29.0,357.5,44.0,157.3
ORD-002513,2025-04-17,CUST-01651,Ethan Mitchell,33,Female,Europe,UK,Electronics,Sony WH-1000XM5 Headphones,1,330.46,3.0,320.55,12.1,38.79
ORD-002514,2025-04-17,CUST-00586,Priya Santos,27,Female,Asia Pacific,Australia,Electronics,Canon EOS R50 Camera,2,885.26,0.0,1770.52,10.3,182.36
ORD-002515,2025-04-17,CUST-01766,Hana Chen,34,Female,North America,Mexico,Beauty & Personal Care,Charlotte Tilbury Lipstick,1,40.43,9.0,36.79,48.3,17.77
ORD-002516,2025-04-17,CUST-00731,Karen Wang,49,Female,Middle East,UAE,Home & Kitchen,Bamboo Cutting Board Set,1,54.57,5.0,51.84,22.0,11.4
ORD-002517,2025-04-18,CUST-00571,Priya Dupont,23,Male,Middle East,Saudi Arabia,Clothing,Gucci Belt,1,426.05,20.0,340.84,31.9,108.73
ORD-002518,2025-04-18,CUST-01142,Muhammad Allen,46,Female,Europe,Netherlands,Sports & Outdoors,Foam Roller Set,1,29.02,5.0,27.57,24.8,6.84
ORD-002519,2025-04-18,CUST-00857,Linda Williams,28,Male,Asia Pacific,Japan,Clothing,Zara Wool Coat,2,165.21,0.0,330.42,33.8,111.68
ORD-002520,2025-04-18,CUST-00413,Ethan Kim,18,Male,North America,Mexico,Clothing,H&M Cotton T-Shirt Pack,2,25.44,7.0,47.32,33.3,15.76
ORD-002521,2025-04-18,CUST-00495,Ravi Schmidt,52,Male,Europe,Spain,Sports & Outdoors,TRX Suspension Trainer,2,179.59,0.0,359.18,27.5,98.77
ORD-002522,2025-04-18,CUST-01552,Riley Thompson,41,Male,North America,Mexico,Clothing,Nike Air Max 270,4,127.58,26.0,377.64,42.3,159.74
ORD-002523,2025-04-18,CUST-01460,Lucas Jones,56,Female,North America,USA,Home & Kitchen,Instant Pot Duo 7-in-1,3,135.32,0.0,405.96,27.1,110.02
ORD-002524,2025-04-18,CUST-01688,Liam White,36,Male,Middle East,Qatar,Home & Kitchen,Nespresso Vertuo Coffee Machine,1,193.39,0.0,193.39,23.5,45.45
ORD-002525,2025-04-18,CUST-00818,Sofia Thompson,24,Female,Asia Pacific,Australia,Home & Kitchen,Nespresso Vertuo Coffee Machine,2,213.79,1.0,423.3,23.8,100.75
ORD-002526,2025-04-18,CUST-00880,Laila Dupont,18,Male,Latin America,Colombia,Clothing,Under Armour Sports Bra,1,56.09,26.0,41.51,41.1,17.06
ORD-002527,2025-04-18,CUST-00788,Lucas Adams,18,Male,North America,USA,Home & Kitchen,Nespresso Vertuo Coffee Machine,1,196.34,7.0,182.6,22.8,41.63
ORD-002528,2025-04-18,CUST-00511,Karen Nelson,65,Female,Europe,France,Beauty & Personal Care,Philips Norelco Shaver,2,152.52,0.0,305.04,39.6,120.8
ORD-002529,2025-04-18,CUST-01389,Jennifer Hall,34,Male,Asia Pacific,South Korea,Electronics,"LG OLED 55"" TV",1,1783.38,0.0,1783.38,15.3,272.86
ORD-002530,2025-04-19,CUST-00744,Layla Walker,33,Female,North America,Mexico,Home & Kitchen,Philips Hue Smart Bulb Set,3,85.75,0.0,257.25,33.9,87.21
ORD-002531,2025-04-19,CUST-01656,Amelia Thompson,46,Female,Latin America,Colombia,Clothing,Ray-Ban Aviator Sunglasses,2,212.17,29.0,301.28,55.0,165.7
ORD-002532,2025-04-19,CUST-01777,Layla Lopez,18,Male,Asia Pacific,India,Beauty & Personal Care,La Mer Moisturizing Cream,3,397.87,16.0,1002.63,52.0,521.37
ORD-002533,2025-04-19,CUST-00288,Ana Flores,22,Male,Europe,UK,Electronics,Samsung Galaxy S24,1,1050.69,11.0,935.11,8.4,78.55
ORD-002534,2025-04-19,CUST-00074,Sarah Taylor,44,Male,Middle East,Qatar,Clothing,North Face Fleece Jacket,3,136.62,12.0,360.68,35.4,127.68
ORD-002535,2025-04-19,CUST-01063,Priya Walker,50,Male,Latin America,Colombia,Beauty & Personal Care,The Ordinary Serum Set,2,25.62,1.0,50.73,47.6,24.15
ORD-002536,2025-04-19,CUST-01225,Karen Martinez,40,Female,Asia Pacific,India,Sports & Outdoors,Trek FX3 Bicycle,3,962.21,21.0,2280.44,28.7,654.49
ORD-002537,2025-04-19,CUST-00056,Wei Garcia,46,Male,Europe,Spain,Sports & Outdoors,Foam Roller Set,1,45.75,22.0,35.69,19.2,6.85
ORD-002538,2025-04-19,CUST-01061,Linda Singh,33,Male,Middle East,Saudi Arabia,Home & Kitchen,Philips Hue Smart Bulb Set,1,77.15,12.0,67.89,36.8,24.98
ORD-002539,2025-04-20,CUST-00652,Aiden Mitchell,49,Female,North America,Canada,Electronics,Kindle Paperwhite,2,176.0,1.0,348.48,12.1,42.17
ORD-002540,2025-04-20,CUST-01340,Oliver Fernandez,36,Male,Europe,Spain,Clothing,Levi's 501 Jeans,1,97.11,23.0,74.77,41.5,31.03
ORD-002541,2025-04-20,CUST-00096,Riley Torres,26,Female,Latin America,Brazil,Home & Kitchen,Instant Pot Duo 7-in-1,3,121.07,11.0,323.26,32.2,104.09
ORD-002542,2025-04-20,CUST-00235,Lucas Khan,18,Female,Middle East,Saudi Arabia,Home & Kitchen,IKEA KALLAX Shelf Unit,2,219.4,4.0,421.25,25.2,106.16
ORD-002543,2025-04-20,CUST-00470,Noah Baker,37,Female,Asia Pacific,India,Electronics,Dell XPS 15 Laptop,2,1320.84,15.0,2245.43,14.6,327.83
ORD-002544,2025-04-20,CUST-00786,Isabella Singh,24,Male,Latin America,Colombia,Electronics,Sony WH-1000XM5 Headphones,1,379.32,11.0,337.59,8.6,29.03
ORD-002545,2025-04-20,CUST-00838,John Ali,39,Male,Latin America,Colombia,Home & Kitchen,Air Purifier HEPA,3,266.8,6.0,752.38,36.0,270.86
ORD-002546,2025-04-20,CUST-00283,John Brown,33,Female,Asia Pacific,Singapore,Clothing,Levi's 501 Jeans,1,78.82,0.0,78.82,32.0,25.22
ORD-002547,2025-04-20,CUST-00289,Noah Wright,55,Male,Latin America,Colombia,Electronics,iPad Pro 11-inch,1,1087.18,11.0,967.59,18.9,182.87
ORD-002548,2025-04-20,CUST-01424,Noah Hill,38,Female,Asia Pacific,Australia,Sports & Outdoors,Hydro Flask 32oz Water Bottle,2,45.88,3.0,89.01,31.8,28.31
ORD-002549,2025-04-20,CUST-01361,Karen Wright,37,Male,Asia Pacific,Australia,Home & Kitchen,Smart Thermostat Google Nest,2,192.9,12.0,339.5,34.5,117.13
ORD-002550,2025-04-20,CUST-01694,Yuki Lopez,33,Male,Asia Pacific,Australia,Electronics,iPad Pro 11-inch,1,940.8,11.0,837.31,11.3,94.62
ORD-002551,2025-04-20,CUST-00160,Karen Anderson,22,Male,Europe,Netherlands,Clothing,Adidas Ultraboost Shoes,4,212.02,10.0,763.27,45.6,348.05
ORD-002552,2025-04-20,CUST-01285,Emma Harris,49,Male,Asia Pacific,Australia,Clothing,Puma Running Shorts,2,51.5,0.0,103.0,32.4,33.37
ORD-002553,2025-04-20,CUST-01656,Amelia Thompson,46,Female,Latin America,Colombia,Home & Kitchen,Dyson V15 Vacuum,2,721.88,19.0,1169.45,37.7,440.88
ORD-002554,2025-04-21,CUST-01668,Olivia Nguyen,18,Female,Latin America,Brazil,Sports & Outdoors,Resistance Bands Set,1,24.05,0.0,24.05,30.2,7.26
ORD-002555,2025-04-21,CUST-00694,Jennifer Singh,41,Male,North America,USA,Sports & Outdoors,Trek FX3 Bicycle,3,1002.07,0.0,3006.21,35.3,1061.19
ORD-002556,2025-04-21,CUST-01474,Linda Harris,42,Female,Middle East,Qatar,Electronics,USB-C Hub 7-in-1,1,79.38,10.0,71.44,10.8,7.72
ORD-002557,2025-04-21,CUST-01366,William Carter,44,Male,Asia Pacific,Australia,Clothing,Zara Wool Coat,2,204.51,0.0,409.02,45.0,184.06
ORD-002558,2025-04-21,CUST-01022,Layla Ali,18,Male,Latin America,Argentina,Electronics,"LG OLED 55"" TV",1,1625.4,8.0,1495.37,12.1,180.94
ORD-002559,2025-04-21,CUST-01017,Ahmed Green,29,Female,Latin America,Argentina,Clothing,Gucci Belt,4,416.98,0.0,1667.92,47.1,785.59
ORD-002560,2025-04-21,CUST-01088,Susan Hall,36,Male,Asia Pacific,Japan,Clothing,Adidas Ultraboost Shoes,2,166.13,11.0,295.71,52.8,156.13
ORD-002561,2025-04-21,CUST-00322,Ava Adams,32,Male,Latin America,Colombia,Clothing,Tommy Hilfiger Polo Shirt,1,88.38,0.0,88.38,52.7,46.58
ORD-002562,2025-04-21,CUST-01510,Riley Flores,41,Male,Asia Pacific,South Korea,Electronics,Samsung Galaxy S24,1,1079.26,16.0,906.58,17.0,154.12
ORD-002563,2025-04-21,CUST-01389,Jennifer Hall,34,Male,Asia Pacific,South Korea,Home & Kitchen,KitchenAid Stand Mixer,1,435.14,0.0,435.14,26.1,113.57
ORD-002564,2025-04-22,CUST-00420,Karen Jackson,18,Female,Middle East,UAE,Electronics,Kindle Paperwhite,1,170.71,10.0,153.64,11.7,17.98
ORD-002565,2025-04-22,CUST-00271,Charles Davis,58,Female,Latin America,Argentina,Home & Kitchen,Nespresso Vertuo Coffee Machine,3,188.88,17.0,470.31,34.2,160.85
ORD-002566,2025-04-22,CUST-00936,Zara Johnson,47,Female,Asia Pacific,Singapore,Clothing,Levi's 501 Jeans,2,75.46,22.0,117.72,37.5,44.15
ORD-002567,2025-04-22,CUST-00927,Hana Smith,38,Male,North America,Canada,Electronics,Bose SoundLink Speaker,1,238.08,11.0,211.89,18.0,38.14
ORD-002568,2025-04-22,CUST-01199,Ava King,32,Female,Latin America,Argentina,Home & Kitchen,IKEA KALLAX Shelf Unit,3,218.99,12.0,578.13,24.2,139.91
ORD-002569,2025-04-22,CUST-00036,Linda Martin,46,Female,Asia Pacific,Singapore,Electronics,USB-C Hub 7-in-1,2,68.29,4.0,131.12,15.7,20.59
ORD-002570,2025-04-22,CUST-00136,Ahmed Nguyen,18,Male,Europe,UK,Clothing,Levi's 501 Jeans,4,93.27,0.0,373.08,53.9,201.09
ORD-002571,2025-04-22,CUST-01056,Liam Garcia,40,Male,Middle East,UAE,Clothing,Zara Wool Coat,1,171.67,1.0,169.95,37.7,64.07
ORD-002572,2025-04-23,CUST-01585,Patricia Hill,39,Male,Middle East,UAE,Beauty & Personal Care,Philips Norelco Shaver,4,114.32,0.0,457.28,45.0,205.78
ORD-002573,2025-04-23,CUST-01421,Ava Patel,40,Female,Latin America,Brazil,Electronics,Apple Watch Series 9,2,458.6,4.0,880.51,18.4,162.01
ORD-002574,2025-04-23,CUST-00630,Isabella Singh,30,Male,Latin America,Colombia,Home & Kitchen,KitchenAid Stand Mixer,2,461.51,0.0,923.02,38.6,356.29
ORD-002575,2025-04-23,CUST-00545,Wei Khan,19,Female,Latin America,Brazil,Beauty & Personal Care,CeraVe Moisturizing Cream,1,22.38,0.0,22.38,56.8,12.71
ORD-002576,2025-04-23,CUST-01761,Lucas Miller,40,Female,Europe,UK,Beauty & Personal Care,Fenty Beauty Foundation,2,55.77,8.0,102.62,51.2,52.54
ORD-002577,2025-04-23,CUST-00007,Jennifer Scott,29,Male,Europe,France,Sports & Outdoors,Trek FX3 Bicycle,2,1048.26,15.0,1782.04,36.5,650.44
ORD-002578,2025-04-23,CUST-01322,Robert Johnson,43,Male,North America,Canada,Clothing,Uniqlo Down Jacket,1,113.73,6.0,106.91,33.3,35.6
ORD-002579,2025-04-23,CUST-00088,Ethan Singh,37,Male,Latin America,Brazil,Home & Kitchen,Roomba i7+ Robot Vacuum,3,919.77,16.0,2317.82,36.6,848.32
ORD-002580,2025-04-23,CUST-00999,Patricia Young,23,Male,Asia Pacific,Japan,Electronics,Apple Watch Series 9,2,592.61,0.0,1185.22,14.8,175.41
ORD-002581,2025-04-24,CUST-00369,Aiden Green,33,Female,Europe,Italy,Electronics,USB-C Hub 7-in-1,2,75.39,0.0,150.78,16.8,25.33
ORD-002582,2025-04-24,CUST-00028,Amelia Wang,31,Female,Latin America,Brazil,Clothing,Levi's 501 Jeans,2,106.61,17.0,176.97,38.2,67.6
ORD-002583,2025-04-24,CUST-00788,Lucas Adams,18,Male,North America,USA,Home & Kitchen,Philips Hue Smart Bulb Set,1,58.72,19.0,47.56,29.2,13.89
ORD-002584,2025-04-24,CUST-01398,Rafael Ahmed,35,Female,Middle East,Saudi Arabia,Clothing,Calvin Klein Underwear Set,1,36.91,11.0,32.85,31.7,10.41
ORD-002585,2025-04-24,CUST-01434,Ali Dupont,31,Female,Asia Pacific,South Korea,Beauty & Personal Care,Bath & Body Works Candle Set,2,39.68,19.0,64.28,46.3,29.76
ORD-002586,2025-04-24,CUST-01514,Charles Green,18,Male,Europe,Italy,Home & Kitchen,Weighted Blanket 15lbs,1,93.87,0.0,93.87,21.1,19.81
ORD-002587,2025-04-24,CUST-01685,Ahmed Thomas,43,Female,Europe,Germany,Sports & Outdoors,Garmin GPS Running Watch,2,341.08,20.0,545.73,37.2,203.01
ORD-002588,2025-04-24,CUST-00527,Michael Fernandez,42,Male,Latin America,Colombia,Sports & Outdoors,Bowflex SelectTech Dumbbells,1,360.95,0.0,360.95,34.9,125.97
ORD-002589,2025-04-24,CUST-00205,Ali Ali,18,Male,Middle East,Saudi Arabia,Electronics,Apple MacBook Air M2,2,1506.6,13.0,2621.48,16.4,429.92
ORD-002590,2025-04-24,CUST-01299,Mason Nelson,29,Male,Middle East,Qatar,Sports & Outdoors,TRX Suspension Trainer,1,218.36,1.0,216.18,21.0,45.4
ORD-002591,2025-04-24,CUST-00559,Lisa Williams,37,Male,North America,Mexico,Electronics,Canon EOS R50 Camera,1,803.67,0.0,803.67,14.9,119.75
ORD-002592,2025-04-24,CUST-01625,Patricia Adams,18,Male,Asia Pacific,Australia,Home & Kitchen,IKEA KALLAX Shelf Unit,1,160.94,20.0,128.75,31.7,40.81
ORD-002593,2025-04-25,CUST-00809,Karen Torres,31,Male,Latin America,Colombia,Sports & Outdoors,Spalding NBA Basketball,3,54.48,4.0,156.9,29.0,45.5
ORD-002594,2025-04-25,CUST-00632,Karen Harris,59,Female,Asia Pacific,India,Clothing,Tommy Hilfiger Polo Shirt,2,94.11,19.0,152.46,47.9,73.03
ORD-002595,2025-04-25,CUST-00949,Aiden Mitchell,37,Female,North America,Mexico,Electronics,Kindle Paperwhite,2,167.3,5.0,317.87,16.2,51.49
ORD-002596,2025-04-25,CUST-00034,Layla Ahmed,42,Female,Latin America,Brazil,Sports & Outdoors,Wilson Tennis Racket Pro,1,176.07,4.0,169.03,18.5,31.27
ORD-002597,2025-04-25,CUST-00972,Ethan Taylor,37,Female,Latin America,Colombia,Home & Kitchen,Ninja Air Fryer XL,3,164.12,16.0,413.58,32.3,133.59
ORD-002598,2025-04-25,CUST-01596,James Davis,45,Female,Europe,Germany,Electronics,Bose SoundLink Speaker,1,233.5,8.0,214.82,8.8,18.9
ORD-002599,2025-04-25,CUST-01754,Jessica Schmidt,41,Male,Middle East,Saudi Arabia,Electronics,iPhone 15 Pro,1,1211.45,16.0,1017.62,18.8,191.31
ORD-002600,2025-04-25,CUST-00798,Ravi Singh,26,Male,Middle East,UAE,Home & Kitchen,Roomba i7+ Robot Vacuum,3,770.21,9.0,2102.67,28.2,592.95
ORD-002601,2025-04-25,CUST-00661,Riley Williams,31,Male,Latin America,Argentina,Beauty & Personal Care,Dyson Airwrap Styler,4,695.49,6.0,2615.04,59.0,1542.87
ORD-002602,2025-04-25,CUST-00092,Oliver Lopez,38,Female,Europe,Spain,Electronics,iPad Pro 11-inch,1,1079.14,13.0,938.85,15.1,141.77
ORD-002603,2025-04-25,CUST-01468,Susan Torres,35,Female,North America,Canada,Home & Kitchen,Weighted Blanket 15lbs,3,95.35,20.0,228.84,33.0,75.52
ORD-002604,2025-04-25,CUST-00116,Karen Santos,34,Female,Asia Pacific,India,Sports & Outdoors,Bowflex SelectTech Dumbbells,3,442.72,5.0,1261.75,31.7,399.97
ORD-002605,2025-04-25,CUST-01476,Chen White,32,Male,Europe,Italy,Clothing,Zara Wool Coat,3,167.05,3.0,486.12,52.3,254.24
ORD-002606,2025-04-26,CUST-00961,Sophia Miller,39,Male,Asia Pacific,South Korea,Home & Kitchen,Nespresso Vertuo Coffee Machine,1,188.46,20.0,150.77,34.7,52.32
ORD-002607,2025-04-26,CUST-01175,Lucas Miller,46,Male,Asia Pacific,South Korea,Clothing,Converse Chuck Taylor All Star,4,70.18,5.0,266.68,40.4,107.74
ORD-002608,2025-04-26,CUST-00711,Lisa Rossi,41,Male,North America,USA,Sports & Outdoors,Trek FX3 Bicycle,1,907.43,21.0,716.87,28.7,205.74
ORD-002609,2025-04-26,CUST-01275,James Roberts,24,Female,Asia Pacific,India,Home & Kitchen,Dyson V15 Vacuum,2,826.3,20.0,1322.08,22.4,296.15
ORD-002610,2025-04-26,CUST-00873,Mary Baker,32,Male,North America,Mexico,Clothing,Gucci Belt,3,399.69,3.0,1163.1,34.8,404.76
ORD-002611,2025-04-26,CUST-00774,Mia Brown,32,Female,Middle East,Saudi Arabia,Home & Kitchen,Bamboo Cutting Board Set,1,37.04,17.0,30.74,33.0,10.14
ORD-002612,2025-04-26,CUST-00319,Ana Anderson,41,Male,Latin America,Brazil,Beauty & Personal Care,Philips Norelco Shaver,3,163.67,17.0,407.54,48.8,198.88
ORD-002613,2025-04-26,CUST-01559,Linda Jackson,21,Male,Asia Pacific,India,Home & Kitchen,Weighted Blanket 15lbs,1,78.67,0.0,78.67,20.9,16.44
ORD-002614,2025-04-26,CUST-01496,Charles Thomas,27,Male,Asia Pacific,Japan,Electronics,Sony PlayStation 5,2,657.23,8.0,1209.3,8.2,99.16
ORD-002615,2025-04-26,CUST-00730,Lisa Ali,31,Female,Asia Pacific,South Korea,Sports & Outdoors,Peloton Bike+,3,2905.79,0.0,8717.37,26.6,2318.82
ORD-002616,2025-04-26,CUST-01401,Laila Brown,38,Male,Europe,UK,Sports & Outdoors,Wilson Tennis Racket Pro,1,190.85,0.0,190.85,19.9,37.98
ORD-002617,2025-04-27,CUST-00006,Liam Young,44,Female,Europe,Netherlands,Home & Kitchen,KitchenAid Stand Mixer,3,484.95,17.0,1207.53,30.3,365.88
ORD-002618,2025-04-27,CUST-00108,Ravi Patel,52,Male,Latin America,Colombia,Home & Kitchen,Cuisinart 12-Piece Cookware Set,3,325.77,0.0,977.31,39.1,382.13
ORD-002619,2025-04-27,CUST-00466,Jessica Allen,31,Female,Latin America,Brazil,Electronics,GoPro Hero 12,1,488.05,1.0,483.17,15.8,76.34
ORD-002620,2025-04-27,CUST-01600,Barbara Dupont,30,Female,Middle East,Saudi Arabia,Sports & Outdoors,TRX Suspension Trainer,1,185.79,13.0,161.64,21.7,35.08
ORD-002621,2025-04-27,CUST-01401,Laila Brown,38,Male,Europe,UK,Home & Kitchen,Dyson V15 Vacuum,3,760.2,0.0,2280.6,30.2,688.74
ORD-002622,2025-04-27,CUST-01388,Riley Santos,26,Male,Middle East,UAE,Clothing,Timberland Boots,3,233.8,1.0,694.39,49.0,340.25
ORD-002623,2025-04-27,CUST-01055,Joseph Hill,46,Male,Latin America,Colombia,Clothing,Ray-Ban Aviator Sunglasses,3,181.9,0.0,545.7,38.2,208.46
ORD-002624,2025-04-27,CUST-01196,Hana Johnson,42,Male,Europe,UK,Clothing,H&M Cotton T-Shirt Pack,1,34.49,28.0,24.83,44.8,11.12
ORD-002625,2025-04-28,CUST-01553,Barbara Müller,37,Female,Asia Pacific,Japan,Clothing,Under Armour Sports Bra,3,61.12,2.0,179.69,32.6,58.58
ORD-002626,2025-04-28,CUST-01291,Linda Green,26,Male,North America,Canada,Clothing,Converse Chuck Taylor All Star,2,68.33,0.0,136.66,49.4,67.51
ORD-002627,2025-04-28,CUST-01643,Ali Baker,28,Female,Middle East,UAE,Beauty & Personal Care,La Mer Moisturizing Cream,1,316.15,14.0,271.89,48.9,132.95
ORD-002628,2025-04-28,CUST-00636,Charlotte Ali,34,Male,North America,USA,Electronics,"LG OLED 55"" TV",1,1748.82,16.0,1469.01,19.2,282.05
ORD-002629,2025-04-28,CUST-00584,Aiden Jones,46,Male,North America,Canada,Home & Kitchen,KitchenAid Stand Mixer,1,487.2,11.0,433.61,31.5,136.59
ORD-002630,2025-04-28,CUST-01733,Jessica Walker,37,Male,Middle East,UAE,Home & Kitchen,Nespresso Vertuo Coffee Machine,2,243.39,0.0,486.78,27.4,133.38
ORD-002631,2025-04-28,CUST-01548,Riley Walker,39,Female,Middle East,UAE,Electronics,Ring Video Doorbell,1,157.22,0.0,157.22,10.7,16.82
ORD-002632,2025-04-28,CUST-00322,Ava Adams,32,Male,Latin America,Colombia,Home & Kitchen,Air Purifier HEPA,1,208.2,0.0,208.2,39.4,82.03
ORD-002633,2025-04-28,CUST-00190,Liam Chen,33,Female,North America,Canada,Electronics,iPhone 15 Pro,2,1462.71,8.0,2691.39,16.4,441.39
ORD-002634,2025-04-28,CUST-01267,Fatima Taylor,18,Female,Middle East,UAE,Beauty & Personal Care,La Mer Moisturizing Cream,4,375.58,0.0,1502.32,55.0,826.28
ORD-002635,2025-05-01,CUST-00213,Barbara Santos,38,Male,North America,Canada,Clothing,Puma Running Shorts,4,41.42,0.0,165.68,47.4,78.53
ORD-002636,2025-05-01,CUST-00419,Hana Mitchell,38,Female,Asia Pacific,India,Sports & Outdoors,Garmin GPS Running Watch,2,380.86,6.0,716.02,32.4,231.99
ORD-002637,2025-05-01,CUST-01690,Ana Jones,42,Female,Europe,Spain,Sports & Outdoors,Peloton Bike+,1,2830.7,22.0,2207.95,31.9,704.34
ORD-002638,2025-05-01,CUST-00389,Zara Allen,31,Female,Europe,Italy,Electronics,Ring Video Doorbell,2,218.72,6.0,411.19,18.3,75.25
ORD-002639,2025-05-01,CUST-01340,Oliver Fernandez,36,Male,Europe,Spain,Home & Kitchen,Dyson V15 Vacuum,2,812.02,2.0,1591.56,29.2,464.74
ORD-002640,2025-05-01,CUST-01796,John Davis,45,Female,Latin America,Brazil,Sports & Outdoors,Bowflex SelectTech Dumbbells,1,482.47,0.0,482.47,27.9,134.61
ORD-002641,2025-05-01,CUST-01422,Charlotte Nelson,41,Male,Asia Pacific,South Korea,Electronics,Sony PlayStation 5,1,679.2,9.0,618.07,13.9,85.91
ORD-002642,2025-05-01,CUST-00478,Layla Williams,52,Male,Middle East,UAE,Home & Kitchen,KitchenAid Stand Mixer,1,526.16,17.0,436.71,22.7,99.13
ORD-002643,2025-05-01,CUST-00018,Jessica Kim,31,Female,Europe,Spain,Clothing,Levi's 501 Jeans,2,83.72,0.0,167.44,51.8,86.73
ORD-002644,2025-05-01,CUST-01077,John Martin,41,Male,Latin America,Colombia,Home & Kitchen,French Press Coffee Maker,1,40.61,8.0,37.36,30.1,11.25
ORD-002645,2025-05-01,CUST-01485,Zara Thomas,36,Male,Europe,Spain,Home & Kitchen,French Press Coffee Maker,1,45.89,16.0,38.55,24.1,9.29
ORD-002646,2025-05-01,CUST-01606,Linda Singh,18,Male,Middle East,Qatar,Beauty & Personal Care,CeraVe Moisturizing Cream,4,25.62,4.0,98.38,55.7,54.8
ORD-002647,2025-05-01,CUST-01726,Yuki Walker,24,Female,Asia Pacific,South Korea,Electronics,Sony PlayStation 5,1,601.7,9.0,547.55,17.9,98.01
ORD-002648,2025-05-01,CUST-00695,Fatima Brown,26,Male,Latin America,Argentina,Electronics,iPhone 15 Pro,2,1107.64,14.0,1905.14,12.1,230.52
ORD-002649,2025-05-01,CUST-00156,Carlos Ahmed,26,Female,North America,Canada,Clothing,Under Armour Sports Bra,1,69.51,0.0,69.51,37.6,26.14
ORD-002650,2025-05-01,CUST-00529,Michael Smith,37,Female,Middle East,Saudi Arabia,Beauty & Personal Care,Neutrogena SPF 50 Sunscreen,3,17.18,10.0,46.39,51.8,24.03
ORD-002651,2025-05-02,CUST-00179,Ava Jackson,25,Male,Europe,Italy,Sports & Outdoors,Trek FX3 Bicycle,1,821.15,0.0,821.15,36.3,298.08
ORD-002652,2025-05-02,CUST-00829,Mia Schmidt,37,Female,Asia Pacific,Japan,Sports & Outdoors,Trek FX3 Bicycle,2,817.44,2.0,1602.18,29.9,479.05
